Mean vec: 
( 0.0 , 0.0 )
( 0.646586345381526 , 2.209883598504033e-14 )
( 0.6506024096385542 , 6.73122634444752e-14 )
( 0.6546184738955823 , 1.8868599604045987e-13 )
( 0.6586345381526104 , 4.906257090357065e-13 )
( 0.6626506024096385 , 1.1916655403690567e-12 )
( 0.6666666666666666 , 2.7203372586468006e-12 )
( 0.6706827309236947 , 5.868377446411943e-12 )
( 0.6746987951807228 , 1.202087566827673e-11 )
( 0.6787148594377509 , 2.3482322509774857e-11 )
( 0.6827309236947791 , 4.391318399583823e-11 )
( 0.6867469879518072 , 7.888293518531533e-11 )
( 0.6907630522088353 , 1.3653237843924088e-10 )
( 0.6947791164658634 , 2.2832125102293898e-10 )
( 0.6987951807228915 , 3.698180413683373e-10 )
( 0.7028112449799196 , 5.81469640695183e-10 )
( 0.7068273092369477 , 8.892713707855948e-10 )
( 0.7108433734939759 , 1.3252455054158864e-09 )
( 0.7148594377510039 , 1.927630816148535e-09 )
( 0.7188755020080321 , 2.740688532242752e-09 )
( 0.7228915662650601 , 3.814042250044315e-09 )
( 0.7269076305220883 , 5.201490726873487e-09 )
( 0.7309236947791165 , 6.959262239188076e-09 )
( 0.7349397590361445 , 9.143715577908151e-09 )
( 0.7389558232931727 , 1.1808533469121333e-08 )
( 0.7429718875502007 , 1.50014964935096e-08 )
( 0.7469879518072289 , 1.8760966478833073e-08 )
( 0.7510040160642569 , 2.311224491605479e-08 )
( 0.7550200803212851 , 2.8064001478316074e-08 )
( 0.7590361445783131 , 3.360498785608537e-08 )
( 0.7630522088353413 , 3.970126102168313e-08 )
( 0.7670682730923694 , 4.6294136450001706e-08 )
( 0.7710843373493975 , 5.329907513688234e-08 )
( 0.7751004016064257 , 6.060567850802956e-08 )
( 0.7791164658634537 , 6.80789231777627e-08 )
( 0.7831325301204819 , 7.556171428321562e-08 )
( 0.78714859437751 , 8.287877363219814e-08 )
( 0.7911646586345381 , 8.98418095273982e-08 )
( 0.7951807228915662 , 9.625584167566891e-08 )
( 0.7991967871485943 , 1.019264802783606e-07 )
( 0.8032128514056224 , 1.0666788676765616e-07 )
( 0.8072289156626505 , 1.1031107852198467e-07 )
( 0.8112449799196786 , 1.1271218526117821e-07 )
( 0.8152610441767068 , 1.1376022478130128e-07 )
( 0.8192771084337349 , 1.1338394429721014e-07 )
( 0.823293172690763 , 1.115572747892125e-07 )
( 0.8273092369477911 , 1.0830297283773471e-07 )
( 0.8313253012048192 , 1.0369408026901986e-07 )
( 0.8353413654618473 , 9.7852918231866e-08 )
( 0.8393574297188754 , 9.094744937676736e-08 )
( 0.8433734939759036 , 8.318498789857084e-08 )
( 0.8473895582329316 , 7.480340812851479e-08 )
( 0.8514056224899598 , 6.606019079437725e-08 )
( 0.8554216867469878 , 5.721984111076918e-08 )
( 0.859437751004016 , 4.854039966154814e-08 )
( 0.8634538152610441 , 4.0259926880836405e-08 )
( 0.8674698795180722 , 3.2583952810455875e-08 )
( 0.8714859437751004 , 2.5674921890472504e-08 )
( 0.8755020080321284 , 1.9644604786820718e-08 )
( 0.8795180722891566 , 1.4550277336650208e-08 )
( 0.8835341365461846 , 1.0395172257805009e-08 )
( 0.8875502008032128 , 7.1333002247948595e-09 )
( 0.8915662650602408 , 4.678243595923405e-09 )
( 0.895582329317269 , 2.915005576424795e-09 )
( 0.899598393574297 , 1.7135333125448522e-09 )
( 0.9036144578313252 , 9.422265491359219e-10 )
( 0.9076305220883534 , 4.796935945524068e-10 )
( 0.9116465863453814 , 2.232905915521919e-10 )
( 0.9156626506024096 , 9.357656185218269e-11 )
( 0.9196787148594376 , 3.463492407129665e-11 )
( 0.9236947791164658 , 1.1051762583241585e-11 )
( 0.9277108433734939 , 2.9484327950036225e-12 )
( 0.931726907630522 , 6.32149029293973e-13 )
( 0.9357429718875501 , 1.0343282492121035e-13 )
( 0.9397590361445782 , 1.2057329533044594e-14 )
( 0.9437751004016064 , 9.12340731835666e-16 )
( 0.9477911646586344 , 3.9393590048119115e-17 )
( 0.9518072289156626 , 8.086130297322926e-19 )
( 0.9558232931726907 , 6.04572920454986e-21 )
( 0.9598393574297188 , 1.1021539576425163e-23 )
( 0.9638554216867469 , 2.6114811409712153e-27 )
( 0.967871485943775 , 2.8591323009137277e-32 )
( 0.9718875502008031 , 2.384316574724872e-39 )
( 0.9759036144578312 , 5.131192670757113e-50 )
( 0.9799196787148593 , 2.5805120717619857e-67 )
( 0.9839357429718875 , 1.8958796451321642e-98 )
( 0.9879518072289156 , 3.3167339148406987e-164 )
( 0.9919678714859437 , 0.0 )
( 0.9959839357429718 , 0.0 )
( 1.0 , 0.0 )


Observations: 
( 0.0 , 0.0 )
( 0.5 , -0.6392828497754256 )
( 1.0 , -0.2720105554446849 )
